date,company,total_downloads,model_count,share_pct,avg_like_ratio,growth_7d_avg
2026-07-23,Sentence Transformers,445591427,6,28.8959,0.0,0.0435
2026-07-23,Community,255283109,32,16.5547,0.0001,0.0246
2026-07-23,Google,214274064,8,13.8953,0.0001,0.0101
2026-07-23,Alibaba,188028738,21,12.1934,0.0001,0.0799
2026-07-23,BAAI,153159252,7,9.9321,0.0,0.0284
2026-07-23,Meta,101331261,9,6.5712,0.0001,0.0371
2026-07-23,OpenAI,88018110,9,5.7078,0.0004,0.03
2026-07-23,Amazon,39838813,3,2.5835,0.0,0.0491
2026-07-23,Hugging Face,32207803,2,2.0886,0.0,-0.0309
2026-07-23,DeepSeek,9368615,1,0.6075,0.0014,0.0804
2026-07-23,NVIDIA,9281185,1,0.6019,0.0001,0.0791
2026-07-23,Mistral,5676238,1,0.3681,0.0005,0.0722
2026-07-22,Sentence Transformers,445073866,6,29.2272,0.0,0.0308
2026-07-22,Community,252444888,32,16.5776,0.0001,0.0022
2026-07-22,Google,211540987,8,13.8915,0.0001,-0.0242
2026-07-22,Alibaba,178221168,21,11.7035,0.0001,-0.0121
2026-07-22,BAAI,152875955,7,10.0391,0.0,0.0066
2026-07-22,Meta,101345196,9,6.6552,0.0001,0.0171
2026-07-22,OpenAI,87572190,9,5.7507,0.0004,0.0021
2026-07-22,Amazon,36877213,3,2.4217,0.0,-0.0154
2026-07-22,Hugging Face,33399966,2,2.1933,0.0,-0.026
2026-07-22,DeepSeek,9244864,1,0.6071,0.0015,0.0401
2026-07-22,NVIDIA,8635865,1,0.5671,0.0001,0.0062
2026-07-22,Mistral,5575350,1,0.3661,0.0005,0.0675
2026-07-21,Sentence Transformers,421736217,6,29.0465,0.0,-0.0135
2026-07-21,Community,240739864,32,16.5806,0.0001,-0.0372
2026-07-21,Google,197844716,8,13.6263,0.0001,-0.0507
2026-07-21,Alibaba,175696104,21,12.1008,0.0001,-0.0255
2026-07-21,BAAI,144506765,7,9.9527,0.0001,-0.0508
2026-07-21,Meta,95898629,9,6.6049,0.0001,-0.0374
2026-07-21,OpenAI,83989416,9,5.7846,0.0004,-0.0325
2026-07-21,Amazon,36557316,3,2.5178,0.0,-0.023
2026-07-21,Hugging Face,32213286,2,2.2186,0.0,-0.0504
2026-07-21,DeepSeek,8786112,1,0.6051,0.0015,-0.0115
2026-07-21,NVIDIA,8635865,1,0.5948,0.0001,0.0062
2026-07-21,Mistral,5331988,1,0.3672,0.0005,0.0209
2026-07-20,Sentence Transformers,420106140,6,29.1911,0.0,-0.0074
2026-07-20,Community,237729202,32,16.5186,0.0001,-0.0374
2026-07-20,Google,194701392,8,13.5288,0.0001,-0.0434
2026-07-20,Alibaba,172999146,21,12.0208,0.0001,-0.0423
2026-07-20,BAAI,144010091,7,10.0065,0.0001,-0.0502
2026-07-20,Meta,95076259,9,6.6064,0.0001,-0.0379
2026-07-20,OpenAI,83445640,9,5.7982,0.0004,-0.0327
2026-07-20,Amazon,36229631,3,2.5174,0.0,-0.0155
2026-07-20,Hugging Face,32468161,2,2.256,0.0001,-0.0583
2026-07-20,DeepSeek,8580743,1,0.5962,0.0016,-0.0225
2026-07-20,NVIDIA,8515848,1,0.5917,0.0001,0.0026
2026-07-20,Mistral,5297834,1,0.3681,0.0005,0.043
2026-07-19,Sentence Transformers,433113538,6,29.1806,0.0,0.0278
2026-07-19,Community,244674382,32,16.4847,0.0001,-0.0026
2026-07-19,Google,201338920,8,13.565,0.0001,-0.0005
2026-07-19,Alibaba,178322149,21,12.0143,0.0001,-0.0188
2026-07-19,BAAI,148952527,7,10.0355,0.0,-0.0157
2026-07-19,Meta,97823627,9,6.5908,0.0001,-0.0096
2026-07-19,OpenAI,86059491,9,5.7982,0.0004,-0.0056
2026-07-19,Amazon,37489616,3,2.5258,0.0,-0.0077
2026-07-19,Hugging Face,33596931,2,2.2636,0.0,-0.0447
2026-07-19,DeepSeek,8742453,1,0.589,0.0015,0.0003
2026-07-19,NVIDIA,8733858,1,0.5884,0.0001,0.0431
2026-07-19,Mistral,5406317,1,0.3642,0.0005,0.1048
2026-07-18,Sentence Transformers,440675130,6,29.1131,0.0,0.0443
2026-07-18,Community,250564989,32,16.5535,0.0001,0.0139
2026-07-18,Google,210286450,9,13.8925,0.0001,0.0305
2026-07-18,Alibaba,177153297,20,11.7036,0.0001,-0.0151
2026-07-18,BAAI,151761497,7,10.0261,0.0,0.0005
2026-07-18,Meta,99556728,9,6.5772,0.0001,-0.0043
2026-07-18,OpenAI,87504535,9,5.781,0.0004,0.0015
2026-07-18,Amazon,38598222,3,2.55,0.0,0.0045
2026-07-18,Hugging Face,34461570,2,2.2767,0.0,-0.0413
2026-07-18,DeepSeek,8855476,1,0.585,0.0015,-0.0137
2026-07-18,NVIDIA,8788684,1,0.5806,0.0001,0.0574
2026-07-18,Mistral,5458105,1,0.3606,0.0005,0.1472
2026-07-17,Sentence Transformers,441586034,6,29.1399,0.0,0.0607
2026-07-17,Community,251670345,32,16.6075,0.0001,0.0196
2026-07-17,Google,205867278,8,13.585,0.0001,0.045
2026-07-17,Alibaba,180566227,21,11.9154,0.0001,-0.0261
2026-07-17,BAAI,151624920,7,10.0056,0.0,-0.0037
2026-07-17,Meta,99785804,9,6.5848,0.0001,-0.0114
2026-07-17,OpenAI,87446681,9,5.7705,0.0004,0.0005
2026-07-17,Amazon,38939879,3,2.5696,0.0,-0.007
2026-07-17,Hugging Face,34870107,2,2.301,0.0,-0.0445
2026-07-17,DeepSeek,8903931,1,0.5876,0.0015,-0.019
2026-07-17,NVIDIA,8702652,1,0.5743,0.0001,0.0617
2026-07-17,Mistral,5438667,1,0.3589,0.0005,0.1701
2026-07-16,Sentence Transformers,434693311,6,29.1122,0.0,0.0554
2026-07-16,Community,253121283,33,16.952,0.0001,-0.0145
2026-07-16,Google,202859507,8,13.5859,0.0001,0.0353
2026-07-16,Alibaba,178247160,21,11.9375,0.0001,-0.0429
2026-07-16,BAAI,149201924,7,9.9923,0.0001,-0.0185
2026-07-16,Meta,98008969,9,6.5638,0.0001,-0.0298
2026-07-16,OpenAI,81413847,8,5.4524,0.0005,-0.0208
2026-07-16,Amazon,38395234,3,2.5714,0.0,-0.0019
2026-07-16,Hugging Face,34659775,2,2.3212,0.0,-0.0435
2026-07-16,DeepSeek,8671769,1,0.5808,0.0016,-0.0499
2026-07-16,NVIDIA,8600492,1,0.576,0.0001,0.0753
2026-07-16,Mistral,5294066,1,0.3546,0.0005,0.1648
2026-07-15,Sentence Transformers,442507056,6,29.1427,0.0,0.0892
2026-07-15,Community,252118094,32,16.604,0.0001,-0.0009
2026-07-15,Google,206241669,8,13.5827,0.0001,0.0858
2026-07-15,Alibaba,182904675,21,12.0458,0.0001,0.0138
2026-07-15,BAAI,151897664,7,10.0037,0.0,0.0032
2026-07-15,Meta,99594235,9,6.5591,0.0001,-0.0012
2026-07-15,OpenAI,86811183,9,5.7172,0.0004,0.0149
2026-07-15,Amazon,38191231,3,2.5152,0.0,0.0771
2026-07-15,Hugging Face,35454691,2,2.335,0.0,-0.0117
2026-07-15,DeepSeek,8888471,1,0.5854,0.0015,0.0344
2026-07-15,NVIDIA,8582672,1,0.5652,0.0001,0.2063
2026-07-15,Mistral,5222679,1,0.344,0.0005,0.165
2026-07-14,Sentence Transformers,442348860,6,29.1993,0.0,0.1474
2026-07-14,Community,252731090,32,16.6827,0.0001,0.0283
2026-07-14,Google,202798575,8,13.3867,0.0001,0.1165
2026-07-14,Alibaba,186920669,22,12.3386,0.0001,0.0138
2026-07-14,BAAI,152021994,7,10.0349,0.0,0.0428
2026-07-14,Meta,99143639,9,6.5444,0.0001,0.0232
2026-07-14,OpenAI,82756359,8,5.4627,0.0005,0.0384
2026-07-14,Amazon,38191231,3,2.521,0.0,0.0771
2026-07-14,Hugging Face,35323792,2,2.3317,0.0001,0.0141
2026-07-14,DeepSeek,8888471,1,0.5867,0.0015,0.0344
2026-07-14,NVIDIA,8582672,1,0.5665,0.0001,0.2063
2026-07-14,Mistral,5222679,1,0.3447,0.0005,0.2822
2026-07-13,Sentence Transformers,440733772,6,29.3336,0.0,0.1597
2026-07-13,Community,254267758,33,16.9231,0.0001,0.0253
2026-07-13,Google,196621241,8,13.0864,0.0001,0.1176
2026-07-13,Alibaba,182851215,21,12.1699,0.0001,0.018
2026-07-13,BAAI,151496795,7,10.0831,0.0,0.0506
2026-07-13,Meta,98183620,9,6.5347,0.0001,0.0206
2026-07-13,OpenAI,82282701,8,5.4764,0.0005,0.0433
2026-07-13,Amazon,37598085,3,2.5024,0.0,0.0583
2026-07-13,Hugging Face,36101178,2,2.4028,0.0001,0.0404
2026-07-13,DeepSeek,8778351,1,0.5843,0.0015,0.0306
2026-07-13,NVIDIA,8493956,1,0.5653,0.0001,0.2518
2026-07-13,Mistral,5079253,1,0.3381,0.0005,
2026-07-12,Sentence Transformers,440527427,6,29.4222,0.0,0.174
2026-07-12,Community,252209500,33,16.8447,0.0001,0.0215
2026-07-12,Google,191353473,8,12.7802,0.0001,0.1311
2026-07-12,Alibaba,183733636,21,12.2713,0.0001,0.0288
2026-07-12,BAAI,151067770,7,10.0896,0.0,0.0588
2026-07-12,Meta,98195171,9,6.5583,0.0001,0.0306
2026-07-12,OpenAI,82520796,8,5.5115,0.0005,0.0593
2026-07-12,Amazon,38519261,3,2.5726,0.0,0.08
2026-07-12,Hugging Face,37127227,2,2.4797,0.0001,0.0772
2026-07-12,DeepSeek,8739585,1,0.5837,0.0015,0.0481
2026-07-12,NVIDIA,8372625,1,0.5592,0.0001,0.2851
2026-07-12,Mistral,4893671,1,0.3268,0.0006,
2026-07-11,Sentence Transformers,442174714,6,29.4283,0.0,0.1788
2026-07-11,Community,253181922,33,16.8501,0.0001,0.0253
2026-07-11,Google,188328563,8,12.5339,0.0001,0.1281
2026-07-11,Alibaba,185878011,21,12.3708,0.0001,0.0424
2026-07-11,BAAI,151128428,7,10.0581,0.0,0.0573
2026-07-11,Meta,99338228,9,6.6113,0.0001,0.0405
2026-07-11,OpenAI,83290353,8,5.5433,0.0005,0.0679
2026-07-11,Amazon,39026638,3,2.5974,0.0,0.0819
2026-07-11,Hugging Face,38156417,2,2.5394,0.0001,0.1026
2026-07-11,DeepSeek,8978847,1,0.5976,0.0015,0.093
2026-07-11,NVIDIA,8311265,1,0.5531,0.0001,0.3079
2026-07-11,Mistral,4757762,1,0.3166,0.0006,
2026-07-10,Sentence Transformers,442170124,6,29.4272,0.0,0.1739
2026-07-10,Community,250131810,32,16.6467,0.0001,0.0352
2026-07-10,Alibaba,191773133,22,12.7628,0.0001,0.0497
2026-07-10,Google,183603912,8,12.2191,0.0001,0.1234
2026-07-10,BAAI,151063461,7,10.0535,0.0,0.0578
2026-07-10,Meta,100140761,9,6.6645,0.0001,0.0486
2026-07-10,OpenAI,83369422,8,5.5484,0.0005,0.0682
2026-07-10,Amazon,39760187,3,2.6461,0.0,0.1015
2026-07-10,Hugging Face,38656873,2,2.5727,0.0001,0.119
2026-07-10,DeepSeek,9076634,1,0.6041,0.0015,0.1235
2026-07-10,NVIDIA,8197097,1,0.5455,0.0001,0.3172
2026-07-10,Mistral,4648121,1,0.3093,0.0006,
2026-07-09,Sentence Transformers,441734088,6,29.4106,0.0,0.1603
2026-07-09,Community,252286894,32,16.7972,0.0001,0.0355
2026-07-09,Alibaba,193069323,22,12.8545,0.0001,0.0545
2026-07-09,Google,181797240,8,12.104,0.0001,0.1228
2026-07-09,BAAI,150634145,7,10.0292,0.0,0.056
2026-07-09,Meta,100357117,9,6.6818,0.0001,0.0528
2026-07-09,OpenAI,83183447,8,5.5383,0.0005,0.067
2026-07-09,Amazon,38892160,3,2.5894,0.0,0.0761
2026-07-09,Hugging Face,38330185,2,2.552,0.0001,0.1227
2026-07-09,DeepSeek,9126918,1,0.6077,0.0015,0.1627
2026-07-09,NVIDIA,7998329,1,0.5325,0.0001,0.326
2026-07-09,Mistral,4545223,1,0.3026,0.0006,
2026-07-08,Sentence Transformers,441745616,6,29.7456,0.0,0.1499
2026-07-08,Community,258071023,33,17.3776,0.0001,0.0377
2026-07-08,Alibaba,182134940,21,12.2643,0.0001,0.0152
2026-07-08,Google,177232898,8,11.9342,0.0001,0.1043
2026-07-08,BAAI,150029505,7,10.1025,0.0,0.0553
2026-07-08,Meta,99591312,9,6.7061,0.0001,0.047
2026-07-08,OpenAI,82186801,8,5.5342,0.0005,0.0505
2026-07-08,Hugging Face,38005977,2,2.5592,0.0001,0.1231
2026-07-08,Amazon,35890847,3,2.4168,0.0,-0.0212
2026-07-08,DeepSeek,8592821,1,0.5786,0.0016,0.1213
2026-07-08,NVIDIA,7114686,1,0.4791,0.0001,0.2331
2026-07-08,Mistral,4483111,1,0.3019,0.0006,
2026-07-07,Sentence Transformers,426480355,6,29.5649,0.0,0.1112
2026-07-07,Community,253040876,33,17.5416,0.0001,0.0234
2026-07-07,Alibaba,186154753,22,12.9048,0.0001,0.0107
2026-07-07,Google,168655514,8,11.6917,0.0001,0.0876
2026-07-07,BAAI,144581213,7,10.0228,0.0001,0.0268
2026-07-07,Meta,91723657,8,6.3586,0.0001,0.0183
2026-07-07,OpenAI,79799547,8,5.5319,0.0005,0.0329
2026-07-07,Hugging Face,36413687,2,2.5243,0.0001,0.0942
2026-07-07,Amazon,35890847,3,2.4881,0.0,-0.0297
2026-07-07,DeepSeek,8592821,1,0.5957,0.0016,0.1482
2026-07-07,NVIDIA,7114686,1,0.4932,0.0001,0.2947
2026-07-07,Mistral,4073244,1,0.2824,0.0007,
2026-07-06,Sentence Transformers,422976504,6,29.5662,0.0,0.0346
2026-07-06,Community,248095882,32,17.342,0.0001,0.0105
2026-07-06,Alibaba,185776199,22,12.9858,0.0001,-0.0028
2026-07-06,Google,173962484,10,12.16,0.0001,0.0266
2026-07-06,BAAI,142912219,7,9.9896,0.0001,0.0091
2026-07-06,Meta,90969801,8,6.3588,0.0001,0.0097
2026-07-06,OpenAI,78859461,8,5.5123,0.0005,0.0155
2026-07-06,Amazon,35964147,3,2.5139,0.0,-0.0361
2026-07-06,Hugging Face,35787946,2,2.5016,0.0001,0.0841
2026-07-06,DeepSeek,8518111,1,0.5954,0.0016,0.1393
2026-07-06,NVIDIA,6785151,1,0.4743,0.0001,0.2583
2026-07-05,Sentence Transformers,418568535,6,29.6058,0.0,0.0201
2026-07-05,Community,249728395,33,17.6636,0.0001,-0.0053
2026-07-05,Alibaba,180091937,21,12.7381,0.0001,-0.0196
2026-07-05,Google,170366414,10,12.0502,0.0001,0.013
2026-07-05,BAAI,141253298,7,9.991,0.0001,-0.0032
2026-07-05,Meta,89902483,8,6.3589,0.0001,0.0022
2026-07-05,OpenAI,77907435,8,5.5105,0.0005,-0.0027
2026-07-05,Amazon,36146693,3,2.5567,0.0,-0.0281
2026-07-05,Hugging Face,34986298,2,2.4746,0.0001,0.0812
2026-07-05,DeepSeek,8338210,1,0.5898,0.0016,0.132
2026-07-05,NVIDIA,6515001,1,0.4608,0.0001,0.2444
2026-07-04,Sentence Transformers,419178044,6,29.6262,0.0,0.0146
2026-07-04,Community,249464138,33,17.6313,0.0001,-0.009
2026-07-04,Alibaba,180080783,21,12.7275,0.0001,-0.0337
2026-07-04,Google,170734770,10,12.067,0.0001,0.0111
2026-07-04,BAAI,141413881,7,9.9947,0.0001,-0.004
2026-07-04,Meta,90142867,8,6.371,0.0001,0.0022
2026-07-04,OpenAI,78062978,8,5.5172,0.0005,-0.004
2026-07-04,Amazon,36663026,3,2.5912,0.0,-0.0049
2026-07-04,Hugging Face,34581657,2,2.4441,0.0001,0.0957
2026-07-04,DeepSeek,8214698,1,0.5806,0.0016,0.1264
2026-07-04,NVIDIA,6354853,1,0.4491,0.0001,0.2653
2026-07-03,Sentence Transformers,420122903,6,29.662,0.0,0.0117
2026-07-03,Community,250254328,33,17.6687,0.0001,-0.0042
2026-07-03,Alibaba,180798163,21,12.7649,0.0001,-0.0365
2026-07-03,Google,170042637,10,12.0055,0.0001,0.0095
2026-07-03,BAAI,141551323,7,9.994,0.0001,-0.0129
2026-07-03,Meta,90307351,8,6.376,0.0001,0.0072
2026-07-03,OpenAI,78144727,8,5.5173,0.0005,-0.0082
2026-07-03,Amazon,36655270,3,2.588,0.0,-0.0091
2026-07-03,Hugging Face,34190641,2,2.414,0.0001,0.1216
2026-07-03,DeepSeek,8078680,1,0.5704,0.0017,0.1213
2026-07-03,NVIDIA,6223050,1,0.4394,0.0001,0.2931
2026-07-02,Sentence Transformers,421387886,6,29.694,0.0,0.0115
2026-07-02,Community,251583687,33,17.7284,0.0001,0.0019
2026-07-02,Alibaba,181641963,21,12.7998,0.0001,-0.0404
2026-07-02,Google,169993436,10,11.979,0.0001,0.0258
2026-07-02,BAAI,141785181,7,9.9912,0.0001,-0.0126
2026-07-02,Meta,90506434,8,6.3777,0.0001,0.0136
2026-07-02,OpenAI,78227478,8,5.5125,0.0005,-0.0129
2026-07-02,Amazon,36547760,3,2.5754,0.0,-0.014
2026-07-02,Hugging Face,33545618,2,2.3639,0.0001,0.1394
2026-07-02,DeepSeek,7849894,1,0.5532,0.0017,0.0989
2026-07-02,NVIDIA,6031864,1,0.425,0.0001,0.3106
2026-07-01,Sentence Transformers,420277703,6,29.6666,0.0,-0.0088
2026-07-01,Community,248276152,32,17.5253,0.0001,0.0014
2026-07-01,Alibaba,186255920,22,13.1474,0.0001,-0.047
2026-07-01,Google,169057023,10,11.9334,0.0001,0.0035
2026-07-01,BAAI,141407228,7,9.9817,0.0001,-0.0297
2026-07-01,Meta,90299626,8,6.3741,0.0001,0.0085
2026-07-01,OpenAI,78047264,8,5.5092,0.0005,-0.0242
2026-07-01,Amazon,36770822,3,2.5956,0.0,-0.0318
2026-07-01,Hugging Face,32845009,2,2.3185,0.0001,0.1416
2026-07-01,DeepSeek,7663567,1,0.541,0.0018,0.0897
2026-07-01,NVIDIA,5769728,1,0.4073,0.0001,0.3351
2026-06-30,Sentence Transformers,419765900,7,29.8772,0.0,-0.06
2026-06-30,Community,247136962,32,17.5902,0.0001,-0.002
2026-06-30,Alibaba,186547742,22,13.2777,0.0001,-0.0478
2026-06-30,Google,162682508,9,11.5791,0.0001,0.0041
2026-06-30,BAAI,139789721,7,9.9497,0.0001,-0.0388
2026-06-30,Meta,89593077,8,6.3769,0.0001,0.0121
2026-06-30,OpenAI,77487698,8,5.5153,0.0005,-0.0303
2026-06-30,Amazon,37056213,3,2.6375,0.0,-0.0231
2026-06-30,Hugging Face,31932026,2,2.2728,0.0001,0.1548
2026-06-30,DeepSeek,7483926,1,0.5327,0.0018,0.0641
2026-06-30,NVIDIA,5495402,1,0.3911,0.0001,0.2716
2026-06-29,Sentence Transformers,418565052,6,29.6225,0.0,-0.043
2026-06-29,Community,249359367,32,17.6476,0.0001,0.0129
2026-06-29,Alibaba,192636968,23,13.6332,0.0001,-0.0335
2026-06-29,Google,162525091,9,11.5022,0.0001,0.0171
2026-06-29,BAAI,140590380,7,9.9498,0.0001,-0.03
2026-06-29,Meta,89672970,8,6.3463,0.0001,0.0213
2026-06-29,OpenAI,77933167,8,5.5155,0.0005,-0.0239
2026-06-29,Amazon,37344981,3,2.643,0.0,-0.0085
2026-06-29,Hugging Face,31498881,2,2.2292,0.0001,0.1869
2026-06-29,DeepSeek,7476486,1,0.5291,0.0018,0.082
2026-06-29,NVIDIA,5392518,1,0.3816,0.0001,0.2996
2026-06-28,Sentence Transformers,419921516,6,29.6702,0.0,-0.0228
2026-06-28,Community,250750385,32,17.7172,0.0001,0.0348
2026-06-28,Alibaba,193541454,23,13.675,0.0001,-0.0147
2026-06-28,Google,161613359,9,11.4191,0.0001,0.0998
2026-06-28,BAAI,140882229,7,9.9543,0.0001,-0.0119
2026-06-28,Meta,89554374,8,6.3276,0.0001,0.0131
2026-06-28,OpenAI,74017325,7,5.2298,0.0004,-0.0137
2026-06-28,Amazon,37222167,3,2.63,0.0,0.0068
2026-06-28,Hugging Face,30824755,2,2.178,0.0001,0.2103
2026-06-28,DeepSeek,11732914,2,0.829,0.0012,-0.1494
2026-06-28,NVIDIA,5235413,1,0.3699,0.0001,
2026-06-27,Sentence Transformers,422504266,6,29.7013,0.0,-0.0113
2026-06-27,Community,255699816,33,17.9753,0.0001,0.0481
2026-06-27,Alibaba,191947549,22,13.4936,0.0001,0.0068
2026-06-27,Google,162361251,9,11.4137,0.0001,0.1054
2026-06-27,BAAI,141521761,7,9.9487,0.0001,0.0038
2026-06-27,Meta,89922609,8,6.3214,0.0001,0.0144
2026-06-27,OpenAI,74445381,7,5.2334,0.0004,-0.0012
2026-06-27,Amazon,36944355,3,2.5971,0.0,0.0215
2026-06-27,Hugging Face,30086823,2,2.1151,0.0001,0.2342
2026-06-27,DeepSeek,12053307,2,0.8473,0.0012,-0.1317
2026-06-27,NVIDIA,5022254,1,0.3531,0.0001,
2026-06-26,Sentence Transformers,423311132,6,29.7256,0.0,-0.007
2026-06-26,Community,255646018,33,17.9519,0.0001,0.0274
2026-06-26,Alibaba,197400827,23,13.8618,0.0001,0.0159
2026-06-26,Google,162202519,9,11.3901,0.0001,0.0582
2026-06-26,BAAI,137506979,6,9.656,0.0001,0.0031
2026-06-26,Meta,89806237,8,6.3063,0.0001,0.0086
2026-06-26,OpenAI,74931844,7,5.2618,0.0004,0.0033
2026-06-26,Amazon,37096906,3,2.605,0.0,0.0439
2026-06-26,Hugging Face,29039628,2,2.0392,0.0001,0.2348
2026-06-26,DeepSeek,12306314,2,0.8642,0.0012,-0.1204
2026-06-26,NVIDIA,4812629,1,0.338,0.0001,
2026-06-25,Sentence Transformers,423202639,6,29.7462,0.0,0.1385
2026-06-25,Community,255390431,33,17.951,0.0001,0.1398
2026-06-25,Alibaba,193350685,22,13.5903,0.0001,0.1648
2026-06-25,Google,165967219,10,11.6656,0.0001,0.2524
2026-06-25,BAAI,137573975,6,9.6698,0.0,0.1448
2026-06-25,Meta,89625755,8,6.2996,0.0001,0.2308
2026-06-25,OpenAI,75239652,7,5.2885,0.0004,0.1643
2026-06-25,Amazon,37152862,3,2.6114,0.0,0.1858
2026-06-25,Hugging Face,27974680,2,1.9663,0.0001,0.4685
2026-06-25,DeepSeek,12630918,2,0.8878,0.0012,0.0166
2026-06-25,NVIDIA,4602255,1,0.3235,0.0001,
2026-06-24,Sentence Transformers,429232401,6,29.871,0.0,
2026-06-24,Community,252854294,32,17.5966,0.0001,
2026-06-24,Alibaba,198662051,23,13.8252,0.0001,
2026-06-24,Google,163716137,9,11.3933,0.0001,
2026-06-24,BAAI,143700768,7,10.0004,0.0001,
2026-06-24,Meta,89872182,8,6.2544,0.0001,
2026-06-24,OpenAI,75790121,7,5.2744,0.0004,
2026-06-24,Amazon,38144167,3,2.6545,0.0,
2026-06-24,Hugging Face,27406283,2,1.9073,0.0001,
2026-06-24,DeepSeek,13251456,2,0.9222,0.0012,
2026-06-24,NVIDIA,4321541,1,0.3007,0.0001,
2026-06-23,Sentence Transformers,429909443,6,29.9605,0.0,
2026-06-23,Community,248586624,31,17.3241,0.0001,
2026-06-23,Alibaba,199087909,23,13.8745,0.0001,
2026-06-23,Google,162624021,9,11.3333,0.0001,
2026-06-23,BAAI,143646346,7,10.0107,0.0001,
2026-06-23,Meta,93313192,9,6.503,0.0001,
2026-06-23,OpenAI,75703424,7,5.2758,0.0004,
2026-06-23,Amazon,38144167,3,2.6583,0.0,
2026-06-23,Hugging Face,26333192,2,1.8352,0.0001,
2026-06-23,DeepSeek,13251456,2,0.9235,0.0012,
2026-06-23,NVIDIA,4321541,1,0.3012,0.0001,
2026-06-22,Sentence Transformers,433588725,7,30.3098,0.0,
2026-06-22,Community,248231427,31,17.3525,0.0001,
2026-06-22,Alibaba,194566051,22,13.6011,0.0001,
2026-06-22,Google,165880342,10,11.5958,0.0001,
2026-06-22,BAAI,139107073,6,9.7242,0.0,
2026-06-22,Meta,92682164,9,6.4789,0.0001,
2026-06-22,OpenAI,75589446,7,5.284,0.0004,
2026-06-22,Amazon,37865279,3,2.647,0.0,
2026-06-22,Hugging Face,25305219,2,1.769,0.0001,
2026-06-22,DeepSeek,13556335,2,0.9476,0.0012,
2026-06-22,NVIDIA,4149443,1,0.2901,0.0001,
2026-06-21,Sentence Transformers,429038060,7,30.3498,0.0,
2026-06-21,Community,245486035,31,17.3655,0.0001,
2026-06-21,Alibaba,193347435,22,13.6772,0.0001,
2026-06-21,Google,160771468,10,11.3728,0.0001,
2026-06-21,BAAI,136923384,6,9.6858,0.0,
2026-06-21,Meta,93537591,9,6.6168,0.0001,
2026-06-21,OpenAI,74897809,7,5.2982,0.0004,
2026-06-21,Amazon,37168167,3,2.6292,0.0,
2026-06-21,Hugging Face,28606885,3,2.0236,0.0001,
2026-06-21,DeepSeek,13868386,2,0.981,0.0012,
2026-06-20,Sentence Transformers,426067274,7,30.382,0.0,
2026-06-20,Community,238701850,30,17.0213,0.0001,
2026-06-20,Alibaba,192461175,22,13.724,0.0001,
2026-06-20,Google,159860631,10,11.3993,0.0001,
2026-06-20,BAAI,135406553,6,9.6556,0.0,
2026-06-20,Meta,93761906,9,6.686,0.0001,
2026-06-20,OpenAI,78363979,8,5.588,0.0005,
2026-06-20,Amazon,36167996,3,2.5791,0.0,
2026-06-20,Hugging Face,27616413,3,1.9693,0.0001,
2026-06-20,DeepSeek,13960687,2,0.9955,0.0012,
2026-06-19,Sentence Transformers,426860489,7,30.3895,0.0,
2026-06-19,Community,240306860,30,17.1082,0.0001,
2026-06-19,Alibaba,192648195,22,13.7152,0.0001,
2026-06-19,Google,160133306,10,11.4004,0.0001,
2026-06-19,BAAI,135487080,6,9.6457,0.0,
2026-06-19,Meta,94067050,9,6.6969,0.0001,
2026-06-19,OpenAI,78672145,8,5.6009,0.0005,
2026-06-19,Amazon,35503183,3,2.5276,0.0,
2026-06-19,Hugging Face,26887241,3,1.9142,0.0001,
2026-06-19,DeepSeek,14067657,2,1.0015,0.0011,
2026-06-18,Sentence Transformers,374510006,7,30.6489,0.0,
2026-06-18,Community,211052889,29,17.272,0.0001,
2026-06-18,Alibaba,172438744,23,14.1119,0.0001,
2026-06-18,Google,131011110,9,10.7216,0.0001,
2026-06-18,BAAI,122540227,7,10.0284,0.0001,
2026-06-18,Meta,76478711,9,6.2588,0.0001,
2026-06-18,OpenAI,67985028,8,5.5637,0.0005,
2026-06-18,Amazon,31318406,3,2.563,0.0,
2026-06-18,Hugging Face,22103820,3,1.8089,0.0001,
2026-06-18,DeepSeek,12495811,2,1.0226,0.0013,
2026-06-16,Sentence Transformers,294797879,7,30.124,0.0,-0.2497
2026-06-16,Community,166161766,29,16.9793,0.0001,-0.2336
2026-06-16,Alibaba,128427259,21,13.1234,0.0002,-0.2561
2026-06-16,Google,114111751,10,11.6605,0.0002,-0.2316
2026-06-16,BAAI,93607542,6,9.5653,0.0001,-0.2348
2026-06-16,Meta,65874077,9,6.7314,0.0002,-0.2755
2026-06-16,OpenAI,55803489,8,5.7023,0.0007,-0.2754
2026-06-16,Amazon,25067046,3,2.5615,0.0,-0.2917
2026-06-16,Hugging Face,22124433,4,2.2608,0.0001,0.0605
2026-06-16,DeepSeek,12639707,3,1.2916,0.0017,-0.1631
2026-06-15,Sentence Transformers,290001644,7,30.0887,0.0001,-0.3162
2026-06-15,Community,162532067,29,16.8633,0.0002,-0.3222
2026-06-15,Alibaba,125806981,21,13.0529,0.0002,-0.3213
2026-06-15,Google,113668464,10,11.7935,0.0002,-0.2948
2026-06-15,BAAI,91852378,6,9.53,0.0001,-0.3058
2026-06-15,Meta,65965163,9,6.8441,0.0002,-0.3402
2026-06-15,OpenAI,55232915,8,5.7306,0.0007,-0.3391
2026-06-15,Amazon,24747970,3,2.5677,0.0,-0.3375
